1098072,0
1098072,0
1098072,0
1098072,12
1098072,6
1098072,0
1098136,6
1098136,0
1098136,0
1098136,0
1098136,0
1098136,0
1098136,0
1098136,0
1098136,0
1098136,0
1098136,6
1098136,0
1098136,0
1098136,0
1098136,0
1098136,38
1098136,6
1098136,0
1098136,0
1098136,0
1098136,0
1098136,0
1098136,0
1098136,25
1098136,0
1098136,0
1098136,0
1098136,0
1098136,0
1098136,0
1098136,6
1098136,0
1098136,0
1098136,0
1098136,0
1098136,0
1098136,0
1098136,0
1098136,0
1098136,0
1098136,0
1098136,0
1098136,0
1098136,6
1098136,0
1098136,0
1098136,0
1098136,6
1098136,0
1098136,6
1098136,0
1098136,0
1098136,0
1098136,0
1098136,0
1098136,0
1098136,0
1098136,0
1098136,6
1098136,0
1098136,0
1098136,0
1098136,0
1098136,0
1098136,0
1098136,0
1098136,0
1098136,0
1098136,0
1098136,0
1098136,0
1098136,0
1098136,84
1098136,0
1098136,0
1098136,0
1098136,6
1098136,0
1098136,0
1098136,0
1098136,0
1098136,0
1098136,0
1098136,0
1098136,0
1098136,6
1098136,0
1098136,6
1098136,0
1098136,6
1098136,0
1098136,0
1098136,0
1098136,0
1098136,0
